customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01349,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,82.64,1629.05,No
CUST-01350,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Credit card,31.68,4837.67,No
CUST-01351,Female,1,Yes,No,23,Yes,No,Fiber optic,No,No,One year,Yes,Bank transfer,96.11,5189.39,No
CUST-01352,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,38.78,577.38,No
CUST-01353,Female,0,No,No,68,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,23.86,8309.69,No
CUST-01354,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,109.09,2581.61,Yes
CUST-01355,Female,0,No,No,45,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,51.32,6075.12,Yes
CUST-01356,Female,0,No,No,68,Yes,No,DSL,Yes,No,Month-to-month,No,Credit card,68.27,5375.63,No
CUST-01357,Male,0,Yes,Yes,35,Yes,No phone service,DSL,No internet service,No,One year,Yes,Bank transfer,28.1,298.61,No
CUST-01358,Female,0,Yes,No,47,No,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,65.95,7332.53,No
CUST-01359,Male,0,Yes,Yes,66,Yes,No,No,No,No,Two year,Yes,Credit card,40.26,2600.2,No
CUST-01360,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,102.04,2130.5,Yes
CUST-01361,Female,0,Yes,No,35,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,89.38,514.63,No
CUST-01362,Male,0,Yes,No,51,Yes,No phone service,DSL,Yes,No,Month-to-month,No,Credit card,84.33,2141.31,No
CUST-01363,Female,0,No,No,21,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,96.13,5277.34,No
CUST-01364,Female,0,No,Yes,37,Yes,No phone service,Fiber optic,No,No,One year,Yes,Bank transfer,47.37,1721.77,Yes
CUST-01365,Female,0,No,No,61,No,No phone service,DSL,No,No,One year,Yes,Mailed check,63.36,3974.86,No
CUST-01366,Male,0,No,Yes,64,Yes,Yes,No,No internet service,Yes,One year,No,Electronic check,26.66,6801.07,No
CUST-01367,Female,0,No,Yes,2,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,24.78,8119.9,No
CUST-01368,Male,0,No,Yes,7,Yes,Yes,DSL,No internet service,Yes,Two year,Yes,Credit card,50.91,5959.57,No
CUST-01369,Female,1,Yes,No,38,Yes,Yes,DSL,No internet service,No,One year,Yes,Mailed check,100.27,1678.21,Yes
CUST-01370,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,77.77,3267.79,No
CUST-01371,Male,0,No,No,2,Yes,Yes,DSL,No,No,Two year,No,Mailed check,60.45,4717.45,No
CUST-01372,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Credit card,114.7,7409.28,Yes
CUST-01373,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,62.22,4663.79,Yes
CUST-01374,Male,0,No,No,25,Yes,Yes,No,No,No internet service,One year,Yes,Credit card,64.89,4185.16,No
CUST-01375,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,One year,No,Bank transfer,117.25,2220.85,Yes
CUST-01376,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,31.14,4255.62,No
CUST-01377,Male,0,Yes,No,37,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer,43.56,2721.35,No
CUST-01378,Female,1,Yes,No,40,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,63.33,4805.75,Yes
CUST-01379,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,75.13,6877.52,Yes
CUST-01380,Female,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Electronic check,32.81,8039.63,No
CUST-01381,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,50.88,6885.01,No
CUST-01382,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Credit card,40.03,7043.64,No
CUST-01383,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,102.99,3054.49,No
CUST-01384,Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,101.46,5917.26,No
CUST-01385,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,41.98,3309.79,Yes
CUST-01386,Male,0,No,No,47,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,61.49,223.53,No
CUST-01387,Female,0,Yes,No,70,No,No,No,No,No,One year,Yes,Bank transfer,83.16,7520.69,No
CUST-01388,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,Month-to-month,No,Mailed check,22.82,461.53,No
CUST-01389,Male,0,No,No,27,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,106.36,997.9,Yes
CUST-01390,Female,0,No,No,18,Yes,No phone service,DSL,No,No,Month-to-month,No,Bank transfer,69.1,173.99,No
CUST-01391,Female,1,Yes,No,47,Yes,No,DSL,Yes,No,One year,Yes,Credit card,40.65,588.47,No
CUST-01392,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,57.68,518.55,No
CUST-01393,Female,0,No,No,47,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,108.17,5762.92,Yes
CUST-01394,Male,0,Yes,No,18,Yes,No,DSL,No internet service,Yes,Two year,Yes,Bank transfer,20.48,7257.38,No
CUST-01395,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Two year,Yes,Electronic check,32.28,6775.51,No
CUST-01396,Male,1,Yes,No,59,No,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,37.27,5330.15,Yes
CUST-01397,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,24.01,6684.82,No
CUST-01398,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,40.53,3890.58,Yes
CUST-01399,Male,0,No,No,18,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,99.72,7706.13,No
CUST-01400,Male,0,No,No,41,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,70.71,3918.95,No
CUST-01401,Male,0,No,Yes,48,Yes,No phone service,No,No,Yes,Month-to-month,Yes,Bank transfer,78.54,257.29,Yes
CUST-01402,Male,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,33.59,5976.39,No
CUST-01403,Female,0,No,Yes,59,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,45.83,7064.29,Yes
CUST-01404,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No,One year,No,Mailed check,109.75,1922.88,No
CUST-01405,Female,0,Yes,No,26,Yes,No,DSL,No,No,Two year,Yes,Mailed check,39.04,2713.96,No
CUST-01406,Female,1,No,Yes,54,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,108.67,5912.67,Yes
CUST-01407,Male,0,No,No,14,Yes,No,No,No,No internet service,One year,No,Mailed check,84.32,4885.12,No
CUST-01408,Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,68.28,7566.72,No
CUST-01409,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Two year,No,Credit card,35.39,4069.63,No
CUST-01410,Female,0,Yes,No,6,No,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,85.36,5721.74,Yes
CUST-01411,Female,0,Yes,Yes,12,Yes,No phone service,Fiber optic,No internet service,Yes,One year,Yes,Credit card,106.64,2322.03,No
CUST-01412,Male,0,Yes,Yes,53,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,33.98,7901.45,Yes
CUST-01413,Female,0,No,No,12,No,No,DSL,No,No,Two year,No,Bank transfer,18.62,3154.62,No
CUST-01414,Female,1,No,No,19,Yes,No phone service,No,No,No internet service,Month-to-month,No,Credit card,92.01,4594.3,Yes
CUST-01415,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No internet service,No internet service,Two year,No,Electronic check,78.05,5247.0,No
CUST-01416,Male,0,Yes,Yes,51,Yes,No,DSL,No,No internet service,One year,No,Mailed check,68.31,2174.75,No
CUST-01417,Male,0,Yes,No,36,No,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,63.6,2704.62,No
CUST-01418,Male,0,No,Yes,51,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,67.76,4279.58,Yes
CUST-01419,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,One year,Yes,Credit card,55.46,2315.46,No
CUST-01420,Male,0,Yes,No,33,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer,26.23,1121.96,No
CUST-01421,Male,0,No,Yes,61,Yes,No,DSL,No,No,Two year,Yes,Mailed check,95.57,7113.95,No
CUST-01422,Male,1,No,No,15,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,64.78,2772.33,No
CUST-01423,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Mailed check,100.5,3546.39,Yes
CUST-01424,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,116.22,4659.07,No
CUST-01425,Female,0,Yes,No,15,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,35.18,7163.41,No
CUST-01426,Male,0,No,No,12,Yes,No,No,No,Yes,Two year,No,Electronic check,97.35,1208.19,No
CUST-01427,Male,0,No,No,32,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,115.75,5327.34,No
CUST-01428,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,90.44,2995.84,No
CUST-01429,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,42.6,7393.48,Yes
CUST-01430,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,107.65,5626.22,No
CUST-01431,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,97.32,1249.51,No
CUST-01432,Female,0,No,No,64,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,62.93,2536.62,No
CUST-01433,Female,0,No,No,43,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,75.26,324.71,No
CUST-01434,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,90.19,6553.9,No
CUST-01435,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No internet service,One year,Yes,Credit card,30.45,3519.28,Yes
CUST-01436,Female,0,No,No,15,Yes,No,DSL,No,Yes,Month-to-month,No,Bank transfer,110.7,430.85,Yes
CUST-01437,Male,0,No,No,54,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,116.74,132.14,No
CUST-01438,Female,0,No,No,17,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,51.05,8122.95,No
CUST-01439,Male,0,Yes,No,16,Yes,Yes,No,No,No,One year,No,Bank transfer,89.51,7247.52,Yes
CUST-01440,Male,0,Yes,No,51,Yes,Yes,DSL,No,Yes,Two year,Yes,Mailed check,60.13,2854.74,No
CUST-01441,Female,0,Yes,No,44,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,20.77,4399.69,No
CUST-01442,Female,0,No,Yes,55,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card,113.87,4902.83,No
CUST-01443,Male,0,No,No,53,Yes,Yes,No,No,No,One year,Yes,Mailed check,32.23,4388.69,No
CUST-01444,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No internet service,No,Two year,Yes,Electronic check,25.49,2630.46,No
CUST-01445,Male,0,Yes,No,16,No,No,No,No internet service,No,One year,Yes,Mailed check,101.72,3330.83,No
CUST-01446,Female,0,No,No,26,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,21.39,1554.67,Yes
CUST-01447,Female,0,No,Yes,36,Yes,Yes,DSL,Yes,No,Month-to-month,No,Bank transfer,86.79,299.73,Yes
CUST-01448,Female,0,Yes,No,21,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,111.01,1330.36,Yes
CUST-01449,Female,0,No,No,71,Yes,Yes,DSL,No internet service,Yes,Month-to-month,No,Electronic check,58.62,128.76,No
CUST-01450,Female,1,Yes,Yes,66,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,24.84,3691.28,Yes
CUST-01451,Male,0,Yes,Yes,37,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Electronic check,39.83,5623.69,Yes
CUST-01452,Female,0,Yes,Yes,71,No,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,112.83,1552.71,No
CUST-01453,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,64.54,4546.67,Yes
CUST-01454,Male,0,No,No,35,No,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,72.14,2774.39,No
CUST-01455,Male,0,Yes,No,24,Yes,No,Fiber optic,No internet service,No internet service,Two year,No,Credit card,33.61,1035.78,No
CUST-01456,Female,0,No,Yes,41,Yes,No phone service,Fiber optic,No internet service,Yes,Two year,Yes,Mailed check,109.8,1100.21,Yes
CUST-01457,Female,0,No,No,12,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,69.71,5260.85,No
CUST-01458,Female,0,No,No,55,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Credit card,70.89,1016.4,Yes
CUST-01459,Male,0,Yes,No,50,Yes,No,DSL,No internet service,No,One year,No,Electronic check,75.6,4710.75,No
CUST-01460,Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,94.74,1634.86,No
CUST-01461,Male,0,No,No,51,Yes,No,No,No,No,Two year,Yes,Bank transfer,38.3,7364.53,No
CUST-01462,Male,0,Yes,No,32,Yes,Yes,DSL,No,No,Two year,No,Bank transfer,112.23,441.93,No
CUST-01463,Male,0,Yes,No,24,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,35.54,3301.27,No
CUST-01464,Male,1,No,No,57,Yes,No,DSL,No,Yes,Two year,No,Credit card,37.74,6477.13,No
CUST-01465,Female,1,Yes,Yes,39,Yes,No phone service,Fiber optic,No internet service,No,One year,Yes,Credit card,19.24,6372.32,No
CUST-01466,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,19.97,1246.01,Yes
CUST-01467,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,60.88,1686.62,No
CUST-01468,Female,1,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,36.3,4651.95,Yes
CUST-01469,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,39.19,5821.84,Yes
CUST-01470,Male,0,Yes,No,22,Yes,No,DSL,Yes,Yes,Two year,Yes,Electronic check,116.79,6398.87,No
CUST-01471,Female,1,Yes,No,29,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,110.93,5281.49,No
CUST-01472,Male,0,No,No,9,Yes,Yes,Fiber optic,No internet service,No,One year,No,Credit card,50.25,6660.4,No
CUST-01473,Female,0,No,Yes,64,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,52.32,3749.06,Yes
CUST-01474,Female,0,Yes,No,21,No,No,Fiber optic,No,No,Two year,No,Electronic check,47.21,4773.08,No
CUST-01475,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Two year,No,Mailed check,106.22,3692.68,No
CUST-01476,Male,1,No,No,55,No,Yes,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,27.83,6472.34,Yes
CUST-01477,Female,0,Yes,No,32,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,76.41,1500.75,No
CUST-01478,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,36.63,2158.93,No
CUST-01479,Female,0,Yes,No,23,Yes,No,DSL,Yes,No internet service,Two year,No,Electronic check,93.82,7116.02,No
CUST-01480,Male,0,No,No,4,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,81.14,6077.48,Yes
CUST-01481,Male,0,No,Yes,52,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,56.78,6253.72,Yes
CUST-01482,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,One year,No,Bank transfer,27.81,858.79,No
CUST-01483,Male,1,No,Yes,22,No,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,94.74,4126.73,Yes
CUST-01484,Male,0,Yes,No,9,Yes,No,No,No,No,One year,Yes,Bank transfer,25.7,4804.73,No
CUST-01485,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,45.37,6633.29,No
CUST-01486,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Electronic check,43.36,3599.37,No
CUST-01487,Male,0,No,Yes,26,Yes,Yes,DSL,Yes,No internet service,One year,Yes,Electronic check,75.85,4604.3,No
CUST-01488,Male,0,No,No,6,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,69.37,2039.55,Yes
CUST-01489,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,45.97,7076.06,No
CUST-01490,Male,0,No,No,9,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,61.04,7769.62,No
CUST-01491,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No internet service,One year,No,Electronic check,61.64,3955.02,No
CUST-01492,Male,0,Yes,No,29,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,75.36,3726.75,No
CUST-01493,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,107.82,2802.34,Yes
CUST-01494,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,32.19,2281.21,No
CUST-01495,Male,0,No,No,13,Yes,No,No,No,No,One year,No,Credit card,73.77,4711.74,No
CUST-01496,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,19.84,1449.5,No
CUST-01497,Female,0,Yes,No,9,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,87.82,5016.59,Yes
CUST-01498,Male,1,Yes,No,48,Yes,No,DSL,No internet service,No,Two year,No,Bank transfer,82.04,4779.1,No
CUST-01499,Male,0,Yes,No,37,Yes,No,DSL,Yes,Yes,Two year,No,Credit card,87.4,5905.07,No
CUST-01500,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,65.49,1932.76,Yes
CUST-01501,Female,0,No,Yes,13,Yes,No phone service,No,No,No,One year,Yes,Credit card,36.69,5972.02,No
CUST-01502,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Two year,No,Mailed check,62.81,161.55,No
CUST-01503,Male,0,No,No,39,No,Yes,No,No,No,Month-to-month,No,Credit card,20.36,4551.02,No
CUST-01504,Male,0,No,No,11,Yes,No,DSL,Yes,No internet service,Two year,No,Mailed check,56.14,7177.42,No
CUST-01505,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Mailed check,101.86,6191.24,No
CUST-01506,Female,0,Yes,No,0,Yes,No,Fiber optic,No internet service,No internet service,One year,Yes,Bank transfer,51.86,7234.76,No
CUST-01507,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Credit card,77.18,1276.27,Yes
CUST-01508,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,Two year,No,Mailed check,44.11,6115.65,No
CUST-01509,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Credit card,31.42,3996.7,No
CUST-01510,Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,One year,No,Mailed check,70.09,2759.1,No
CUST-01511,Male,0,No,Yes,63,Yes,No,DSL,No,No,Two year,No,Electronic check,21.58,3035.58,Yes
CUST-01512,Male,0,No,Yes,27,Yes,No phone service,DSL,No internet service,No,Month-to-month,No,Credit card,108.45,882.67,No
CUST-01513,Male,0,Yes,No,31,No,No,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,95.72,5929.55,No
CUST-01514,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,117.79,5377.74,No
CUST-01515,Female,1,Yes,No,24,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,117.32,1312.53,Yes
CUST-01516,Male,0,No,No,46,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,90.9,4634.1,Yes
CUST-01517,Male,0,No,No,19,Yes,Yes,DSL,Yes,No,Two year,Yes,Mailed check,95.67,1117.86,No
CUST-01518,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,70.81,2675.8,No
CUST-01519,Male,0,Yes,Yes,29,Yes,No,DSL,No,Yes,Two year,No,Bank transfer,39.85,392.25,No
CUST-01520,Female,0,No,No,36,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,98.84,5285.93,No
CUST-01521,Male,0,Yes,No,52,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,44.97,123.49,Yes
CUST-01522,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card,83.0,2229.55,Yes
CUST-01523,Male,0,Yes,No,7,Yes,No,No,No,No,One year,Yes,Credit card,91.09,2280.12,No
CUST-01524,Male,0,Yes,No,0,Yes,No,DSL,Yes,No internet service,One year,No,Electronic check,74.43,6365.55,No
CUST-01525,Male,0,No,No,6,Yes,No,DSL,Yes,No,Two year,Yes,Credit card,84.27,3840.24,No
CUST-01526,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,47.29,4880.0,Yes
CUST-01527,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,94.05,2130.81,Yes
CUST-01528,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,One year,Yes,Credit card,112.35,4662.98,Yes
CUST-01529,Female,0,No,No,63,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,66.4,1283.54,Yes
CUST-01530,Female,0,No,Yes,7,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,30.1,8435.22,Yes
CUST-01531,Female,0,Yes,No,2,Yes,No phone service,No,No internet service,No,Month-to-month,No,Mailed check,79.97,4402.97,Yes
CUST-01532,Female,0,Yes,No,57,Yes,No,No,No internet service,Yes,One year,No,Electronic check,52.14,7476.9,No
CUST-01533,Male,0,No,No,31,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,59.91,914.48,Yes
CUST-01534,Male,1,Yes,No,67,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,33.16,5025.95,Yes
CUST-01535,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,80.58,5709.84,No
CUST-01536,Male,0,Yes,Yes,37,Yes,No,DSL,No,No,Month-to-month,No,Credit card,96.72,6709.9,No
CUST-01537,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Two year,Yes,Bank transfer,94.64,4139.55,No
CUST-01538,Female,0,Yes,No,8,Yes,No,No,No,No internet service,One year,Yes,Credit card,117.39,324.04,Yes
CUST-01539,Male,1,Yes,No,45,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,39.22,2233.4,No
CUST-01540,Male,0,No,No,64,No,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,109.41,2398.15,No
CUST-01541,Male,0,Yes,No,48,Yes,No phone service,No,No,No,One year,Yes,Electronic check,91.26,2718.97,Yes
CUST-01542,Female,0,No,No,28,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,88.75,800.06,Yes
CUST-01543,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,86.38,23.38,Yes
CUST-01544,Female,1,No,No,32,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,71.84,4426.0,Yes
CUST-01545,Female,0,No,No,27,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,55.86,6267.39,No
CUST-01546,Female,1,No,No,25,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,112.33,1969.74,No
CUST-01547,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Bank transfer,33.11,5902.86,Yes
CUST-01548,Male,0,No,Yes,10,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.6,6219.37,Yes
CUST-01549,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Electronic check,19.67,3506.14,No
CUST-01550,Male,0,Yes,Yes,47,No,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,91.94,4471.45,No
CUST-01551,Male,0,Yes,Yes,26,Yes,No,No,No,No internet service,Two year,No,Mailed check,107.4,2681.33,No
CUST-01552,Male,0,No,No,71,Yes,No,DSL,Yes,Yes,One year,No,Electronic check,36.6,3200.65,No
CUST-01553,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,21.44,5014.79,No
CUST-01554,Female,0,No,No,30,Yes,No,DSL,Yes,No,One year,Yes,Electronic check,42.41,3087.8,Yes
CUST-01555,Male,0,No,Yes,64,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,106.37,4268.23,Yes
CUST-01556,Female,0,Yes,No,38,Yes,No,No,No,No,Month-to-month,No,Mailed check,19.62,6326.62,No
CUST-01557,Male,0,No,Yes,23,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,28.12,8199.76,No
CUST-01558,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,20.5,7575.95,No
CUST-01559,Male,0,Yes,No,22,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,112.32,7774.78,No
CUST-01560,Male,0,No,No,60,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,31.55,7746.95,Yes
CUST-01561,Female,1,Yes,No,26,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer,108.04,2066.67,No
CUST-01562,Female,0,No,Yes,15,Yes,Yes,No,Yes,No,One year,No,Mailed check,65.34,8045.45,No
CUST-01563,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,57.49,1904.1,No
CUST-01564,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,One year,Yes,Mailed check,60.65,7348.27,No
